"initial_alias","converted_alias","name","description","namespace"
"9308","CD83","CD83","CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]","ENTREZGENE_ACC"
"5996","RGS1","RGS1","regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]","ENTREZGENE_ACC"
"81876","RAB1B","RAB1B","RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]","ENTREZGENE_ACC"
"51343","FZR1","FZR1","fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]","ENTREZGENE_ACC"
"8379","MAD1L1","MAD1L1","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]","ENTREZGENE_ACC"
"8498","RANBP3","RANBP3","RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]","ENTREZGENE_ACC"
"8751","ADAM15","ADAM15","ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]","ENTREZGENE_ACC"
"10459","MAD2L2","MAD2L2","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]","ENTREZGENE_ACC"
"28952","CCDC22","CCDC22","coiled-coil domain containing 22 [Source:HGNC Symbol;Acc:HGNC:28909]","ENTREZGENE_ACC"
"10555","AGPAT2","AGPAT2","1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]","ENTREZGENE_ACC"
"1154","CISH","CISH","cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]","ENTREZGENE_ACC"
"10578","GNLY","GNLY","granulysin [Source:HGNC Symbol;Acc:HGNC:4414]","ENTREZGENE_ACC"
"3001","GZMA","GZMA","granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]","ENTREZGENE_ACC"
"3002","GZMB","GZMB","granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]","ENTREZGENE_ACC"
"3560","IL2RB","IL2RB","interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]","ENTREZGENE_ACC"
"2057","EPOR","EPOR","erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]","ENTREZGENE_ACC"
"8320","EOMES","EOMES","eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]","ENTREZGENE_ACC"
"29102","DROSHA","DROSHA","drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]","ENTREZGENE_ACC"
"79675","FASTKD1","FASTKD1","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]","ENTREZGENE_ACC"
"51433","ANAPC5","ANAPC5","anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]","ENTREZGENE_ACC"
"1434","CSE1L","CSE1L","chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]","ENTREZGENE_ACC"
"2976","GTF3C2","GTF3C2","general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]","ENTREZGENE_ACC"
"64682","ANAPC1","ANAPC1","anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]","ENTREZGENE_ACC"
"116461","TSEN15","TSEN15","tRNA splicing endonuclease subunit 15 [Source:HGNC Symbol;Acc:HGNC:16791]","ENTREZGENE_ACC"
"10971","YWHAQ","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]","ENTREZGENE_ACC"
"5716","PSMD10","PSMD10","proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]","ENTREZGENE_ACC"
"23204","ARL6IP1","ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697]","ENTREZGENE_ACC"
"5717","PSMD11","PSMD11","proteasome 26S subunit, non-ATPase 11 [Source:HGNC Symbol;Acc:HGNC:9556]","ENTREZGENE_ACC"
"55148","UBR7","UBR7","ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]","ENTREZGENE_ACC"
"5931","RBBP7","RBBP7","RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]","ENTREZGENE_ACC"
"9097","USP14","USP14","ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]","ENTREZGENE_ACC"
"23636","NUP62","NUP62","nucleoporin 62 [Source:HGNC Symbol;Acc:HGNC:8066]","ENTREZGENE_ACC"
"2130","EWSR1","EWSR1","EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]","ENTREZGENE_ACC"
"29107","NXT1","NXT1","nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]","ENTREZGENE_ACC"
"10432","RBM14","RBM14","RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]","ENTREZGENE_ACC"
"26528","DAZAP1","DAZAP1","DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683]","ENTREZGENE_ACC"
"11052","CPSF6","CPSF6","cleavage and polyadenylation specific factor 6 [Source:HGNC Symbol;Acc:HGNC:13871]","ENTREZGENE_ACC"
"26097","CHTOP","CHTOP","chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]","ENTREZGENE_ACC"
"355","FAS","FAS","Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]","ENTREZGENE_ACC"
"79026","AHNAK","AHNAK","AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]","ENTREZGENE_ACC"
"388","RHOB","RHOB","ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]","ENTREZGENE_ACC"
"162394","SLFN5","SLFN5","schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]","ENTREZGENE_ACC"
"8795","TNFRSF10B","TNFRSF10B","TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]","ENTREZGENE_ACC"
"7430","EZR","EZR","ezrin [Source:HGNC Symbol;Acc:HGNC:12691]","ENTREZGENE_ACC"
"3572","IL6ST","IL6ST","interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]","ENTREZGENE_ACC"
"1475","CSTA","CSTA","cystatin A [Source:HGNC Symbol;Acc:HGNC:2481]","ENTREZGENE_ACC"
"2219","FCN1","FCN1","ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]","ENTREZGENE_ACC"
"6279","S100A8","S100A8","S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]","ENTREZGENE_ACC"
"11027","LILRA2","LILRA2","leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]","ENTREZGENE_ACC"
"6280","S100A9","S100A9","S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]","ENTREZGENE_ACC"
"4318","MMP9","MMP9","matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]","ENTREZGENE_ACC"
"366","AQP9","AQP9","aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]","ENTREZGENE_ACC"
"6500","SKP1","SKP1","S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]","ENTREZGENE_ACC"
"1069","CETN2","CETN2","centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867]","ENTREZGENE_ACC"
"404672","GTF2H5","GTF2H5","general transcription factor IIH subunit 5 [Source:HGNC Symbol;Acc:HGNC:21157]","ENTREZGENE_ACC"
"9978","RBX1","RBX1","ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]","ENTREZGENE_ACC"
"83658","DYNLRB1","DYNLRB1","dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]","ENTREZGENE_ACC"
"63931","MRPS14","MRPS14","mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]","ENTREZGENE_ACC"
"90701","SEC11C","SEC11C","SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]","ENTREZGENE_ACC"
"1528","CYB5A","CYB5A","cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570]","ENTREZGENE_ACC"
"10247","RIDA","RIDA","reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]","ENTREZGENE_ACC"
"10449","ACAA2","ACAA2","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENTREZGENE_ACC"
"4258","MGST2","MGST2","microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]","ENTREZGENE_ACC"
"9588","PRDX6","PRDX6","peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]","ENTREZGENE_ACC"
"38","ACAT1","ACAT1","acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]","ENTREZGENE_ACC"
"1666","DECR1","DECR1","2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]","ENTREZGENE_ACC"
"10455","ECI2","ECI2","enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]","ENTREZGENE_ACC"
"4285","MIPEP","MIPEP","mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]","ENTREZGENE_ACC"
"51660","MPC1","MPC1","mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]","ENTREZGENE_ACC"
"3032","HADHB","HADHB","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]","ENTREZGENE_ACC"
"1376","CPT2","CPT2","carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]","ENTREZGENE_ACC"
"3030","HADHA","HADHA","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]","ENTREZGENE_ACC"
"10667","FARS2","FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]","ENTREZGENE_ACC"
"2805","GOT1","GOT1","glutamic-oxaloacetic transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4432]","ENTREZGENE_ACC"
"2806","GOT2","GOT2","glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]","ENTREZGENE_ACC"
"327","APEH","APEH","acylaminoacyl-peptide hydrolase [Source:HGNC Symbol;Acc:HGNC:586]","ENTREZGENE_ACC"
"5827","PXMP2","PXMP2","peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]","ENTREZGENE_ACC"
"10300","KATNB1","KATNB1","katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]","ENTREZGENE_ACC"
"10953","TOMM34","TOMM34","translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]","ENTREZGENE_ACC"
"211","ALAS1","ALAS1","5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]","ENTREZGENE_ACC"
"9791","PTDSS1","PTDSS1","phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587]","ENTREZGENE_ACC"
"25994","HIGD1A","HIGD1A","HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]","ENTREZGENE_ACC"
"54968","TMEM70","TMEM70","transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]","ENTREZGENE_ACC"
"3052","HCCS","HCCS","holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]","ENTREZGENE_ACC"
"1431","CS","CS","citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]","ENTREZGENE_ACC"
"3419","IDH3A","IDH3A","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:5384]","ENTREZGENE_ACC"
"80273","GRPEL1","GRPEL1","GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]","ENTREZGENE_ACC"
"11282","MGAT4B","MGAT4B","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:7048]","ENTREZGENE_ACC"
"2590","GALNT2","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]","ENTREZGENE_ACC"
"9130","FAM50A","FAM50A","family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786]","ENTREZGENE_ACC"
"11253","MAN1B1","MAN1B1","mannosidase alpha class 1B member 1 [Source:HGNC Symbol;Acc:HGNC:6823]","ENTREZGENE_ACC"
"58986","PGAP6","PGAP6","post-GPI attachment to proteins 6 [Source:HGNC Symbol;Acc:HGNC:17205]","ENTREZGENE_ACC"
"83986","FAM234A","FAM234A","family with sequence similarity 234 member A [Source:HGNC Symbol;Acc:HGNC:14163]","ENTREZGENE_ACC"
"1186","CLCN7","CLCN7","chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]","ENTREZGENE_ACC"
"182","JAG1","JAG1","jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]","ENTREZGENE_ACC"
"4853","NOTCH2","NOTCH2","notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]","ENTREZGENE_ACC"
"200030","NBPF11","NBPF11","NBPF member 11 [Source:HGNC Symbol;Acc:HGNC:31993]","ENTREZGENE_ACC"
"440675","None","None","None",""
"25832","NBPF14","NBPF14","NBPF member 14 [Source:HGNC Symbol;Acc:HGNC:25232]","ENTREZGENE_ACC"
"55672","NBPF1","NBPF1","NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]","ENTREZGENE_ACC"
"23517","MTREX","MTREX","Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734]","ENTREZGENE_ACC"
"902","CCNH","CCNH","cyclin H [Source:HGNC Symbol;Acc:HGNC:1594]","ENTREZGENE_ACC"
"4331","MNAT1","MNAT1","MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]","ENTREZGENE_ACC"
"4236","MFAP1","MFAP1","microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]","ENTREZGENE_ACC"
"988","CDC5L","CDC5L","cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]","ENTREZGENE_ACC"
"22938","SNW1","SNW1","SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]","ENTREZGENE_ACC"
"993","CDC25A","CDC25A","cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]","ENTREZGENE_ACC"
"8438","RAD54L","RAD54L","RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]","ENTREZGENE_ACC"
"983","CDK1","CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]","ENTREZGENE_ACC"
"995","CDC25C","CDC25C","cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]","ENTREZGENE_ACC"
"1104","RCC1","RCC1","regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]","ENTREZGENE_ACC"
"898","CCNE1","CCNE1","cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]","ENTREZGENE_ACC"
"5265","SERPINA1","SERPINA1","serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]","ENTREZGENE_ACC"
"728","C5AR1","C5AR1","complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]","ENTREZGENE_ACC"
"929","CD14","CD14","CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]","ENTREZGENE_ACC"
"7096","TLR1","TLR1","toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]","ENTREZGENE_ACC"
"55803","ADAP2","ADAP2","ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16487]","ENTREZGENE_ACC"
"240","ALOX5","ALOX5","arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]","ENTREZGENE_ACC"
"7097","TLR2","TLR2","toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]","ENTREZGENE_ACC"
"55332","DRAM1","DRAM1","DNA damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645]","ENTREZGENE_ACC"
"6347","CCL2","CCL2","C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]","ENTREZGENE_ACC"
"9332","CD163","CD163","CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]","ENTREZGENE_ACC"
"1193","CLIC2","CLIC2","chloride intracellular channel 2 [Source:HGNC Symbol;Acc:HGNC:2063]","ENTREZGENE_ACC"
"719","C3AR1","C3AR1","complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]","ENTREZGENE_ACC"
"3337","DNAJB1","DNAJB1","DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]","ENTREZGENE_ACC"
"55080","TAPBPL","TAPBPL","TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]","ENTREZGENE_ACC"
"29108","PYCARD","PYCARD","PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]","ENTREZGENE_ACC"
"3398","ID2","ID2","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]","ENTREZGENE_ACC"
"23210","JMJD6","JMJD6","jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]","ENTREZGENE_ACC"
"3162","HMOX1","HMOX1","heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]","ENTREZGENE_ACC"
"1652","DDT","DDT","D-dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2732]","ENTREZGENE_ACC"
"645","BLVRB","BLVRB","biliverdin reductase B [Source:HGNC Symbol;Acc:HGNC:1063]","ENTREZGENE_ACC"
"51734","MSRB1","MSRB1","methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:HGNC:14133]","ENTREZGENE_ACC"
"4357","MPST","MPST","mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]","ENTREZGENE_ACC"
"2184","FAH","FAH","fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]","ENTREZGENE_ACC"
"7263","TST","TST","thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]","ENTREZGENE_ACC"
"3043","HBB","HBB","hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]","ENTREZGENE_ACC"
"3048","HBG2","HBG2","hemoglobin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4832]","ENTREZGENE_ACC"
"3047","HBG1","HBG1","hemoglobin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:4831]","ENTREZGENE_ACC"
"3040","HBA2","HBA2","hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]","ENTREZGENE_ACC"
"3045","HBD","HBD","hemoglobin subunit delta [Source:HGNC Symbol;Acc:HGNC:4829]","ENTREZGENE_ACC"
"2983","GUCY1B1","GUCY1B1","guanylate cyclase 1 soluble subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4687]","ENTREZGENE_ACC"
"285","ANGPT2","ANGPT2","angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]","ENTREZGENE_ACC"
"2982","GUCY1A1","GUCY1A1","guanylate cyclase 1 soluble subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4685]","ENTREZGENE_ACC"
"284","ANGPT1","ANGPT1","angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]","ENTREZGENE_ACC"
"7010","TEK","TEK","TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]","ENTREZGENE_ACC"
"919","CD247","CD247","CD247 molecule [Source:HGNC Symbol;Acc:HGNC:1677]","ENTREZGENE_ACC"
"27040","LAT","LAT","linker for activation of T cells [Source:HGNC Symbol;Acc:HGNC:18874]","ENTREZGENE_ACC"
"7535","ZAP70","ZAP70","zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]","ENTREZGENE_ACC"
"50852","TRAT1","TRAT1","T cell receptor associated transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30698]","ENTREZGENE_ACC"
"5335","PLCG1","PLCG1","phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]","ENTREZGENE_ACC"
"11232","POLG2","POLG2","DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]","ENTREZGENE_ACC"
"29945","ANAPC4","ANAPC4","anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]","ENTREZGENE_ACC"
"5428","POLG","POLG","DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]","ENTREZGENE_ACC"
"7748","ZNF195","ZNF195","zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]","ENTREZGENE_ACC"
"196513","DCP1B","DCP1B","decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]","ENTREZGENE_ACC"
"390","RND3","RND3","Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]","ENTREZGENE_ACC"
"657","BMPR1A","BMPR1A","bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]","ENTREZGENE_ACC"
"10769","PLK2","PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]","ENTREZGENE_ACC"
"650","BMP2","BMP2","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","ENTREZGENE_ACC"
"55214","P3H2","P3H2","prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317]","ENTREZGENE_ACC"
"9790","BMS1","BMS1","BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]","ENTREZGENE_ACC"
"51202","DDX47","DDX47","DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]","ENTREZGENE_ACC"
"23279","NUP160","NUP160","nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]","ENTREZGENE_ACC"
"23076","RRP1B","RRP1B","ribosomal RNA processing 1B [Source:HGNC Symbol;Acc:HGNC:23818]","ENTREZGENE_ACC"
"9733","SART3","SART3","spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]","ENTREZGENE_ACC"
"204","AK2","AK2","adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]","ENTREZGENE_ACC"
"6566","SLC16A1","SLC16A1","solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]","ENTREZGENE_ACC"
"4522","MTHFD1","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","ENTREZGENE_ACC"
"2171","FABP5","FABP5","fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]","ENTREZGENE_ACC"
"7037","TFRC","TFRC","transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]","ENTREZGENE_ACC"
"23173","METAP1","METAP1","methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]","ENTREZGENE_ACC"
"29929","ALG6","ALG6","ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]","ENTREZGENE_ACC"
"4361","MRE11","MRE11","MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]","ENTREZGENE_ACC"
"10111","RAD50","RAD50","RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]","ENTREZGENE_ACC"
"9656","MDC1","MDC1","mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]","ENTREZGENE_ACC"
"79441","HAUS3","HAUS3","HAUS augmin like complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28719]","ENTREZGENE_ACC"
"55319","TMA16","TMA16","translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]","ENTREZGENE_ACC"
"151188","ARL6IP6","ARL6IP6","ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]","ENTREZGENE_ACC"
"55166","CENPQ","CENPQ","centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]","ENTREZGENE_ACC"
"115106","HAUS1","HAUS1","HAUS augmin like complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25174]","ENTREZGENE_ACC"
"4242","MFNG","MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]","ENTREZGENE_ACC"
"10866","HCP5","HCP5","HLA complex P5 [Source:HGNC Symbol;Acc:HGNC:21659]","ENTREZGENE_ACC"
"3384","ICAM2","ICAM2","intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:5345]","ENTREZGENE_ACC"
"3071","NCKAP1L","NCKAP1L","NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]","ENTREZGENE_ACC"
"3635","INPP5D","INPP5D","inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]","ENTREZGENE_ACC"
"3176","HNMT","HNMT","histamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:5028]","ENTREZGENE_ACC"
"28959","TMEM176B","TMEM176B","transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]","ENTREZGENE_ACC"
"6414","SELENOP","SELENOP","selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]","ENTREZGENE_ACC"
"55365","TMEM176A","TMEM176A","transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930]","ENTREZGENE_ACC"
"56852","RAD18","RAD18","RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]","ENTREZGENE_ACC"
"113130","CDCA5","CDCA5","cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626]","ENTREZGENE_ACC"
"2175","FANCA","FANCA","FA complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]","ENTREZGENE_ACC"
"116028","RMI2","RMI2","RecQ mediated genome instability 2 [Source:HGNC Symbol;Acc:HGNC:28349]","ENTREZGENE_ACC"
"5558","PRIM2","PRIM2","DNA primase subunit 2 [Source:HGNC Symbol;Acc:HGNC:9370]","ENTREZGENE_ACC"
"10635","RAD51AP1","RAD51AP1","RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]","ENTREZGENE_ACC"
"5422","POLA1","POLA1","DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]","ENTREZGENE_ACC"
"23649","POLA2","POLA2","DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]","ENTREZGENE_ACC"
"1017","CDK2","CDK2","cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]","ENTREZGENE_ACC"
"4999","ORC2","ORC2","origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]","ENTREZGENE_ACC"
"8914","TIMELESS","TIMELESS","timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813]","ENTREZGENE_ACC"
"4998","ORC1","ORC1","origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]","ENTREZGENE_ACC"
