"initial_alias","converted_alias","name","description","namespace"
"ENSP00000257312","DZIP1","DZIP1","DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908]","ENSP"
"ENSP00000324292","FBF1","FBF1","Fas binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]","ENSP"
"ENSP00000216756","CINP","CINP","cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]","ENSP"
"ENSP00000350704","C1orf109","C1orf109","chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]","ENSP"
"ENSP00000364691","CROCC","CROCC","ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]","ENSP"
"ENSP00000380911","CEP83","CEP83","centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]","ENSP"
"ENSP00000306105","CEP89","CEP89","centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907]","ENSP"
"ENSP00000263776","ACCS","ACCS","1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:HGNC Symbol;Acc:HGNC:23989]","ENSP"
"ENSP00000414884","HYLS1","HYLS1","HYLS1 centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558]","ENSP"
"ENSP00000306760","LRRC45","LRRC45","leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]","ENSP"
"ENSP00000418086","C3orf14","C3orf14","chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024]","ENSP"
"ENSP00000260702","LOXL4","LOXL4","lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]","ENSP"
"ENSP00000345395","PAPLN","PAPLN","papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]","ENSP"
"ENSP00000264094","LOXL3","LOXL3","lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]","ENSP"
"ENSP00000370443","ADAMTS6","ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]","ENSP"
"ENSP00000347484","THSD4","THSD4","thrombospondin type 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25835]","ENSP"
"ENSP00000373783","LOXL2","LOXL2","lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]","ENSP"
"ENSP00000371535","SEPSECS","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:HGNC:30605]","ENSP"
"ENSP00000418669","SEPHS2","SEPHS2","selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]","ENSP"
"ENSP00000324343","UPB1","UPB1","beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297]","ENSP"
"ENSP00000429190","ENDOV","ENDOV","endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]","ENSP"
"ENSP00000270328","ADAMTS10","ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]","ENSP"
"ENSP00000371193","CPPED1","CPPED1","calcineurin like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632]","ENSP"
"ENSP00000258149","MDM2","MDM2","MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]","ENSP"
"ENSP00000363668","DAXX","DAXX","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]","ENSP"
"ENSP00000247970","PIN1","PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]","ENSP"
"ENSP00000418915","CDKN2A","CDKN2A","cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]","ENSP"
"ENSP00000264731","TP63","TP63","tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]","ENSP"
"ENSP00000385571","HIPK2","HIPK2","homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]","ENSP"
"ENSP00000367545","TP73","TP73","tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]","ENSP"
"ENSP00000343535","USP7","USP7","ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]","ENSP"
"ENSP00000268058","PML","PML","PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]","ENSP"
"ENSP00000269305","TP53","TP53","tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]","ENSP"
"ENSP00000356150","MDM4","MDM4","MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974]","ENSP"
"ENSP00000343023","SP100","SP100","SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]","ENSP"
"ENSP00000410059","EEF1D","EEF1D","eukaryotic translation elongation factor 1 delta [Source:HGNC Symbol;Acc:HGNC:3211]","ENSP"
"ENSP00000331901","EEF1G","EEF1G","eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]","ENSP"
"ENSP00000300648","GCN1","GCN1","GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]","ENSP"
"ENSP00000340820","MAPT","MAPT","microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]","ENSP"
"ENSP00000339063","EEF1A1","EEF1A1","eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]","ENSP"
"ENSP00000477781","TPT1","TPT1","tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]","ENSP"
"ENSP00000298910","LRRK2","LRRK2","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]","ENSP"
"ENSP00000369897","CARS1","CARS1","cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]","ENSP"
"ENSP00000376056","EEF1B2","EEF1B2","eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]","ENSP"
"ENSP00000217182","EEF1A2","EEF1A2","eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]","ENSP"
"ENSP00000222388","ABCF2-H2BK1","ABCF2-H2BK1","ABCF2-H2BK1 readthrough [Source:HGNC Symbol;Acc:HGNC:54751]","ENSP"
"ENSP00000411471","ABCF3","ABCF3","ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]","ENSP"
"ENSP00000339191","CAV1","CAV1","caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]","ENSP"
"ENSP00000375892","AKT2","AKT2","AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]","ENSP"
"ENSP00000357178","INSRR","INSRR","insulin receptor related receptor [Source:HGNC Symbol;Acc:HGNC:6093]","ENSP"
"ENSP00000268035","None","None","None",""
"ENSP00000263826","AKT3","AKT3","AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]","ENSP"
"ENSP00000360683","PTPN1","PTPN1","protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]","ENSP"
"ENSP00000303830","INSR","INSR","insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]","ENSP"
"ENSP00000201979","REM1","REM1","RRAD and GEM like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:15922]","ENSP"
"ENSP00000288266","APPL1","APPL1","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]","ENSP"
"ENSP00000302665","IGF1","IGF1","insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]","ENSP"
"ENSP00000361202","IRS4","IRS4","insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128]","ENSP"
"ENSP00000378217","PRKCD","PRKCD","protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]","ENSP"
"ENSP00000220507","RHOV","RHOV","ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]","ENSP"
"ENSP00000228945","ARHGDIB","ARHGDIB","Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]","ENSP"
"ENSP00000267205","RHOF","RHOF","ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]","ENSP"
"ENSP00000427926","RHOBTB2","RHOBTB2","Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]","ENSP"
"ENSP00000403323","None","None","None",""
"ENSP00000371219","RHOH","RHOH","ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]","ENSP"
"ENSP00000316729","RHOJ","RHOJ","ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]","ENSP"
"ENSP00000219409","ARHGDIG","ARHGDIG","Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]","ENSP"
"ENSP00000406873","PAK6","PAK6","p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]","ENSP"
"ENSP00000269321","ARHGDIA","ARHGDIA","Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]","ENSP"
"ENSP00000308576","RHOD","RHOD","ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]","ENSP"
"ENSP00000453858","PAK6","PAK6","p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]","ENSP"
"ENSP00000363827","HSPG2","HSPG2","heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]","ENSP"
"ENSP00000363973","ALPL","ALPL","alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]","ENSP"
"ENSP00000378340","COL4A6","COL4A6","collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]","ENSP"
"ENSP00000226284","IBSP","IBSP","integrin binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341]","ENSP"
"ENSP00000355361","CD47","CD47","CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]","ENSP"
"ENSP00000364979","COL4A1","COL4A1","collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]","ENSP"
"ENSP00000264187","NID1","NID1","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]","ENSP"
"ENSP00000379866","COL4A4","COL4A4","collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]","ENSP"
"ENSP00000216286","NID2","NID2","nidogen 2 [Source:HGNC Symbol;Acc:HGNC:13389]","ENSP"
"ENSP00000331902","COL4A5","COL4A5","collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]","ENSP"
"ENSP00000353654","COL4A2","COL4A2","collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203]","ENSP"
"ENSP00000379823","COL4A3","COL4A3","collagen type IV alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2204]","ENSP"
"ENSP00000380109","NFKBID","NFKBID","NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671]","ENSP"
"ENSP00000462729","OTUD7B","OTUD7B","OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]","ENSP"
"ENSP00000321203","TNIP2","TNIP2","TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]","ENSP"
"ENSP00000358983","NFKB2","NFKB2","nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]","ENSP"
"ENSP00000164227","BCL3","BCL3","BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]","ENSP"
"ENSP00000295025","REL","REL","REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]","ENSP"
"ENSP00000312988","NFKBIB","NFKBIB","NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]","ENSP"
"ENSP00000265094","FBXW11","FBXW11","F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607]","ENSP"
"ENSP00000221452","RELB","RELB","RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]","ENSP"
"ENSP00000263056","MAP3K8","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]","ENSP"
"ENSP00000275015","NFKBIE","NFKBIE","NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]","ENSP"
"ENSP00000216797","NFKBIA","NFKBIA","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]","ENSP"
"ENSP00000361302","POMT1","POMT1","protein O-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:9202]","ENSP"
"ENSP00000261534","POMT2","POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]","ENSP"
"ENSP00000462717","CUEDC1","CUEDC1","CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]","ENSP"
"ENSP00000217270","PROKR2","PROKR2","prokineticin receptor 2 [Source:HGNC Symbol;Acc:HGNC:15836]","ENSP"
"ENSP00000262648","ANOS1","ANOS1","anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]","ENSP"
"ENSP00000295619","PROK2","PROK2","prokineticin 2 [Source:HGNC Symbol;Acc:HGNC:18455]","ENSP"
"ENSP00000271331","PROK1","PROK1","prokineticin 1 [Source:HGNC Symbol;Acc:HGNC:18454]","ENSP"
"ENSP00000355559","B3GALNT2","B3GALNT2","beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]","ENSP"
"ENSP00000344125","POMGNT2","POMGNT2","protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]","ENSP"
"ENSP00000409738","TMBIM1","TMBIM1","transmembrane BAX inhibitor motif containing 1 [Source:HGNC Symbol;Acc:HGNC:23410]","ENSP"
"ENSP00000300433","TMEM92","TMEM92","transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]","ENSP"
"ENSP00000255082","ACY3","ACY3","aminoacylase 3 [Source:HGNC Symbol;Acc:HGNC:24104]","ENSP"
"ENSP00000361616","COMTD1","COMTD1","catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309]","ENSP"
"ENSP00000256999","FOLH1","FOLH1","folate hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3788]","ENSP"
"ENSP00000263080","ASPA","ASPA","aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]","ENSP"
"ENSP00000295641","None","None","None",""
"ENSP00000216259","PMM1","PMM1","phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]","ENSP"
"ENSP00000378830","QRICH1","QRICH1","glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713]","ENSP"
"ENSP00000268261","PMM2","PMM2","phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115]","ENSP"
"ENSP00000431808","AAMDC","AAMDC","adipogenesis associated Mth938 domain containing [Source:HGNC Symbol;Acc:HGNC:30205]","ENSP"
"ENSP00000375478","KRTAP10-3","KRTAP10-3","keratin associated protein 10-3 [Source:HGNC Symbol;Acc:HGNC:22968]","ENSP"
"ENSP00000484042","MLYCD","MLYCD","malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]","ENSP"
"ENSP00000245185","MT2A","MT2A","metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]","ENSP"
"ENSP00000302811","MTNR1A","MTNR1A","melatonin receptor 1A [Source:HGNC Symbol;Acc:HGNC:7463]","ENSP"
"ENSP00000257068","MTNR1B","MTNR1B","melatonin receptor 1B [Source:HGNC Symbol;Acc:HGNC:7464]","ENSP"
"ENSP00000218316","GPR50","GPR50","G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:HGNC:4506]","ENSP"
"ENSP00000319305","ZNF572","ZNF572","zinc finger protein 572 [Source:HGNC Symbol;Acc:HGNC:26758]","ENSP"
"ENSP00000478425","None","None","None",""
"ENSP00000423099","EOLA1","EOLA1","endothelium and lymphocyte associated ASCH domain 1 [Source:HGNC Symbol;Acc:HGNC:28089]","ENSP"
"ENSP00000274565","SPINK7","SPINK7","serine peptidase inhibitor Kazal type 7 [Source:HGNC Symbol;Acc:HGNC:24643]","ENSP"
"ENSP00000300215","None","None","None",""
"ENSP00000330587","MT1H","MT1H","metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]","ENSP"
"ENSP00000391397","MT1G","MT1G","metallothionein 1G [Source:HGNC Symbol;Acc:HGNC:7399]","ENSP"
"ENSP00000343952","CCR6","CCR6","C-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:1607]","ENSP"
"ENSP00000383715","CCR6","CCR6","C-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:1607]","ENSP"
"ENSP00000351671","CCL20","CCL20","C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]","ENSP"
"ENSP00000265016","BST1","BST1","bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]","ENSP"
"ENSP00000320951","DEFB103A","DEFB103A","defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]","ENSP"
"ENSP00000297439","DEFB1","DEFB1","defensin beta 1 [Source:HGNC Symbol;Acc:HGNC:2766]","ENSP"
"ENSP00000324633","DEFB103B","DEFB103B","defensin beta 103B [Source:HGNC Symbol;Acc:HGNC:31702]","ENSP"
"ENSP00000303532","DEFB4A","DEFB4A","defensin beta 4A [Source:HGNC Symbol;Acc:HGNC:2767]","ENSP"
"ENSP00000296506","SCRG1","SCRG1","stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036]","ENSP"
"ENSP00000335307","DEFB106A","DEFB106A","defensin beta 106A [Source:HGNC Symbol;Acc:HGNC:18088]","ENSP"
"ENSP00000424598","DEFB4B","DEFB4B","defensin beta 4B [Source:HGNC Symbol;Acc:HGNC:30193]","ENSP"
"ENSP00000358953","CUEDC2","CUEDC2","CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]","ENSP"
"ENSP00000410446","TRIM26","TRIM26","tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]","ENSP"
"ENSP00000255108","DPH2","DPH2","diphthamide biosynthesis 2 [Source:HGNC Symbol;Acc:HGNC:3004]","ENSP"
"ENSP00000359127","DPH5","DPH5","diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]","ENSP"
"ENSP00000263083","DPH1","DPH1","diphthamide biosynthesis 1 [Source:HGNC Symbol;Acc:HGNC:3003]","ENSP"
"ENSP00000276816","ZNF16","ZNF16","zinc finger protein 16 [Source:HGNC Symbol;Acc:HGNC:12947]","ENSP"
"ENSP00000277540","DPH7","DPH7","diphthamide biosynthesis 7 [Source:HGNC Symbol;Acc:HGNC:25199]","ENSP"
"ENSP00000468049","ZNF101","ZNF101","zinc finger protein 101 [Source:HGNC Symbol;Acc:HGNC:12881]","ENSP"
"ENSP00000458316","INCA1","INCA1","inhibitor of CDK, cyclin A1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:32224]","ENSP"
"ENSP00000257336","BIVM","BIVM","basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:HGNC:16034]","ENSP"
"ENSP00000312439","RNF26","RNF26","ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646]","ENSP"
"ENSP00000234313","PLEK","PLEK","pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]","ENSP"
"ENSP00000305675","CAVIN2","CAVIN2","caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]","ENSP"
"ENSP00000341785","ADIPOR1","ADIPOR1","adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040]","ENSP"
"ENSP00000349616","ADIPOR2","ADIPOR2","adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]","ENSP"
"ENSP00000237536","SOGA1","SOGA1","suppressor of glucose, autophagy associated 1 [Source:HGNC Symbol;Acc:HGNC:16111]","ENSP"
"ENSP00000441405","ZNF664","ZNF664","zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406]","ENSP"
"ENSP00000389814","ADIPOQ","ADIPOQ","adiponectin, C1Q and collagen domain containing [Source:HGNC Symbol;Acc:HGNC:13633]","ENSP"
"ENSP00000371503","C1QTNF9","C1QTNF9","C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732]","ENSP"
"ENSP00000320376","P2RY13","P2RY13","purinergic receptor P2Y13 [Source:HGNC Symbol;Acc:HGNC:4537]","ENSP"
"ENSP00000418668","CAVIN4","CAVIN4","caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742]","ENSP"
"ENSP00000371572","C1QTNF9B","C1QTNF9B","C1q and TNF related 9B [Source:HGNC Symbol;Acc:HGNC:34072]","ENSP"
"ENSP00000324527","MYO1D","MYO1D","myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]","ENSP"
"ENSP00000159087","ANO8","ANO8","anoctamin 8 [Source:HGNC Symbol;Acc:HGNC:29329]","ENSP"
"ENSP00000261183","OSBPL8","OSBPL8","oxysterol binding protein like 8 [Source:HGNC Symbol;Acc:HGNC:16396]","ENSP"
"ENSP00000263650","OSBPL5","OSBPL5","oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]","ENSP"
"ENSP00000274979","ANO7","ANO7","anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]","ENSP"
"ENSP00000360822","KCNT1","KCNT1","potassium sodium-activated channel subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:18865]","ENSP"
"ENSP00000251921","NXPE1","NXPE1","neurexophilin and PC-esterase domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28527]","ENSP"
"ENSP00000256737","ANO3","ANO3","anoctamin 3 [Source:HGNC Symbol;Acc:HGNC:14004]","ENSP"
"ENSP00000374237","NXPE2","NXPE2","neurexophilin and PC-esterase domain family member 2 [Source:HGNC Symbol;Acc:HGNC:26331]","ENSP"
"ENSP00000292246","ANO10","ANO10","anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]","ENSP"
"ENSP00000367081","SLC17A2","SLC17A2","solute carrier family 17 member 2 [Source:HGNC Symbol;Acc:HGNC:10930]","ENSP"
"ENSP00000353742","KRTAP26-1","KRTAP26-1","keratin associated protein 26-1 [Source:HGNC Symbol;Acc:HGNC:33760]","ENSP"
"ENSP00000190165","DMRT3","DMRT3","doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:13909]","ENSP"
"ENSP00000391227","MGAT5B","MGAT5B","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:24140]","ENSP"
"ENSP00000428876","FAM83A","FAM83A","family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]","ENSP"
"ENSP00000223528","FKTN","FKTN","fukutin [Source:HGNC Symbol;Acc:HGNC:3622]","ENSP"
"ENSP00000261234","RXYLT1","RXYLT1","ribitol xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13530]","ENSP"
"ENSP00000361060","POMGNT1","POMGNT1","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]","ENSP"
"ENSP00000326570","FKRP","FKRP","fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997]","ENSP"
"ENSP00000385478","CRPPA","CRPPA","CDP-L-ribitol pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:37276]","ENSP"
"ENSP00000337972","GDPD5","GDPD5","glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804]","ENSP"
"ENSP00000359571","CXorf66","CXorf66","chromosome X open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:33743]","ENSP"
"ENSP00000333919","BTLA","BTLA","B and T lymphocyte associated [Source:HGNC Symbol;Acc:HGNC:21087]","ENSP"
"ENSP00000205636","CMTM6","CMTM6","CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]","ENSP"
"ENSP00000333833","CMTM4","CMTM4","CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175]","ENSP"
"ENSP00000370989","CD274","CD274","CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]","ENSP"
"ENSP00000321874","B3GNT3","B3GNT3","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]","ENSP"
"ENSP00000380855","PDCD1LG2","PDCD1LG2","programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]","ENSP"
"ENSP00000335062","PDCD1","PDCD1","programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760]","ENSP"
"ENSP00000346931","C6orf120","C6orf120","chromosome 6 open reading frame 120 [Source:HGNC Symbol;Acc:HGNC:21247]","ENSP"
"ENSP00000259241","HS6ST1","HS6ST1","heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]","ENSP"
"ENSP00000358470","VTCN1","VTCN1","V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]","ENSP"
"ENSP00000365172","POGLUT2","POGLUT2","protein O-glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19350]","ENSP"
"ENSP00000167588","KRT20","KRT20","keratin 20 [Source:HGNC Symbol;Acc:HGNC:20412]","ENSP"
"ENSP00000293745","KRT72","KRT72","keratin 72 [Source:HGNC Symbol;Acc:HGNC:28932]","ENSP"
"ENSP00000264651","KRT24","KRT24","keratin 24 [Source:HGNC Symbol;Acc:HGNC:18527]","ENSP"
"ENSP00000362085","BBLN","BBLN","bublin coiled coil protein [Source:HGNC Symbol;Acc:HGNC:17823]","ENSP"
"ENSP00000378292","KRT80","KRT80","keratin 80 [Source:HGNC Symbol;Acc:HGNC:27056]","ENSP"
"ENSP00000480020","HEMGN","HEMGN","hemogen [Source:HGNC Symbol;Acc:HGNC:17509]","ENSP"
"ENSP00000215742","THAP7","THAP7","THAP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23190]","ENSP"
"ENSP00000304689","THAP11","THAP11","THAP domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23194]","ENSP"
"ENSP00000292894","THAP8","THAP8","THAP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23191]","ENSP"
"ENSP00000302222","ZNF25","ZNF25","zinc finger protein 25 [Source:HGNC Symbol;Acc:HGNC:13043]","ENSP"
"ENSP00000335437","ZNF20","ZNF20","zinc finger protein 20 [Source:HGNC Symbol;Acc:HGNC:12992]","ENSP"
"ENSP00000253024","TRIM28","TRIM28","tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]","ENSP"
"ENSP00000351947","SMARCAD1","SMARCAD1","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]","ENSP"
"ENSP00000336687","CBX3","CBX3","chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]","ENSP"
"ENSP00000301280","CHAF1A","CHAF1A","chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910]","ENSP"
