"initial_alias","converted_alias","name","description","namespace"
"ENSG00000107281","NPDC1","NPDC1","neural proliferation, differentiation and control 1 [Source:HGNC Symbol;Acc:HGNC:7899]","ARRAYEXPRESS,ENSG"
"ENSG00000108018","SORCS1","SORCS1","sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697]","ARRAYEXPRESS,ENSG"
"ENSG00000105290","APLP1","APLP1","amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597]","ARRAYEXPRESS,ENSG"
"ENSG00000068650","ATP11A","ATP11A","ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]","ARRAYEXPRESS,ENSG"
"ENSG00000213023","SYT3","SYT3","synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:11511]","ARRAYEXPRESS,ENSG"
"ENSG00000262655","SPON1","SPON1","spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252]","ARRAYEXPRESS,ENSG"
"ENSG00000129990","SYT5","SYT5","synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]","ARRAYEXPRESS,ENSG"
"ENSG00000182272","B4GALNT4","B4GALNT4","beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]","ARRAYEXPRESS,ENSG"
"ENSG00000144619","CNTN4","CNTN4","contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174]","ARRAYEXPRESS,ENSG"
"ENSG00000048707","VPS13D","VPS13D","vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]","ARRAYEXPRESS,ENSG"
"ENSG00000121716","PILRB","PILRB","paired immunoglobin like type 2 receptor beta [Source:HGNC Symbol;Acc:HGNC:18297]","ARRAYEXPRESS,ENSG"
"ENSG00000165983","PTER","PTER","phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]","ARRAYEXPRESS,ENSG"
"ENSG00000196335","STK31","STK31","serine/threonine kinase 31 [Source:HGNC Symbol;Acc:HGNC:11407]","ARRAYEXPRESS,ENSG"
"ENSG00000110975","SYT10","SYT10","synaptotagmin 10 [Source:HGNC Symbol;Acc:HGNC:19266]","ARRAYEXPRESS,ENSG"
"ENSG00000176204","LRRTM4","LRRTM4","leucine rich repeat transmembrane neuronal 4 [Source:HGNC Symbol;Acc:HGNC:19411]","ARRAYEXPRESS,ENSG"
"ENSG00000173227","SYT12","SYT12","synaptotagmin 12 [Source:HGNC Symbol;Acc:HGNC:18381]","ARRAYEXPRESS,ENSG"
"ENSG00000160963","COL26A1","COL26A1","collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]","ARRAYEXPRESS,ENSG"
"ENSG00000111670","GNPTAB","GNPTAB","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670]","ARRAYEXPRESS,ENSG"
"ENSG00000203778","FAM229B","FAM229B","family with sequence similarity 229 member B [Source:HGNC Symbol;Acc:HGNC:33858]","ARRAYEXPRESS,ENSG"
"ENSG00000177706","FAM20C","FAM20C","FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]","ARRAYEXPRESS,ENSG"
"ENSG00000178522","AMBN","AMBN","ameloblastin [Source:HGNC Symbol;Acc:HGNC:452]","ARRAYEXPRESS,ENSG"
"ENSG00000158079","PTPDC1","PTPDC1","protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]","ARRAYEXPRESS,ENSG"
"ENSG00000181195","PENK","PENK","proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]","ARRAYEXPRESS,ENSG"
"ENSG00000064652","SNX24","SNX24","sorting nexin 24 [Source:HGNC Symbol;Acc:HGNC:21533]","ARRAYEXPRESS,ENSG"
"ENSG00000171209","CSN3","CSN3","casein kappa [Source:HGNC Symbol;Acc:HGNC:2446]","ARRAYEXPRESS,ENSG"
"ENSG00000187689","AMTN","AMTN","amelotin [Source:HGNC Symbol;Acc:HGNC:33188]","ARRAYEXPRESS,ENSG"
"ENSG00000212122","TSSK1B","TSSK1B","testis specific serine kinase 1B [Source:HGNC Symbol;Acc:HGNC:14968]","ARRAYEXPRESS,ENSG"
"ENSG00000090581","GNPTG","GNPTG","N-acetylglucosamine-1-phosphate transferase subunit gamma [Source:HGNC Symbol;Acc:HGNC:23026]","ARRAYEXPRESS,ENSG"
"ENSG00000165219","GAPVD1","GAPVD1","GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]","ARRAYEXPRESS,ENSG"
"ENSG00000157734","SNX22","SNX22","sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]","ARRAYEXPRESS,ENSG"
"ENSG00000162630","B3GALT2","B3GALT2","beta-1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:917]","ARRAYEXPRESS,ENSG"
"ENSG00000183655","KLHL25","KLHL25","kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]","ARRAYEXPRESS,ENSG"
"ENSG00000101327","PDYN","PDYN","prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820]","ARRAYEXPRESS,ENSG"
"ENSG00000186998","EMID1","EMID1","EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]","ARRAYEXPRESS,ENSG"
"ENSG00000111344","RASAL1","RASAL1","RAS protein activator like 1 [Source:HGNC Symbol;Acc:HGNC:9873]","ARRAYEXPRESS,ENSG"
"ENSG00000080200","CRYBG3","CRYBG3","crystallin beta-gamma domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427]","ARRAYEXPRESS,ENSG"
"ENSG00000276231","PIK3R6","PIK3R6","phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101]","ARRAYEXPRESS,ENSG"
"ENSG00000071282","LMCD1","LMCD1","LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]","ARRAYEXPRESS,ENSG"
"ENSG00000141448","GATA6","GATA6","GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]","ARRAYEXPRESS,ENSG"
"ENSG00000099889","ARVCF","ARVCF","ARVCF delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]","ARRAYEXPRESS,ENSG"
"ENSG00000071991","CDH19","CDH19","cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]","ARRAYEXPRESS,ENSG"
"ENSG00000008086","CDKL5","CDKL5","cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]","ARRAYEXPRESS,ENSG"
"ENSG00000155099","PIP4P2","PIP4P2","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:25452]","ARRAYEXPRESS,ENSG"
"ENSG00000129910","CDH15","CDH15","cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]","ARRAYEXPRESS,ENSG"
"ENSG00000186130","ZBTB6","ZBTB6","zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16764]","ARRAYEXPRESS,ENSG"
"ENSG00000160460","SPTBN4","SPTBN4","spectrin beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]","ARRAYEXPRESS,ENSG"
"ENSG00000198576","ARC","ARC","activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]","ARRAYEXPRESS,ENSG"
"ENSG00000152700","SAR1B","SAR1B","secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]","ARRAYEXPRESS,ENSG"
"ENSG00000115592","PRKAG3","PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:9387]","ARRAYEXPRESS,ENSG"
"ENSG00000145526","CDH18","CDH18","cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]","ARRAYEXPRESS,ENSG"
"ENSG00000040731","CDH10","CDH10","cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]","ARRAYEXPRESS,ENSG"
"ENSG00000081138","CDH7","CDH7","cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]","ARRAYEXPRESS,ENSG"
"ENSG00000113100","CDH9","CDH9","cadherin 9 [Source:HGNC Symbol;Acc:HGNC:1768]","ARRAYEXPRESS,ENSG"
"ENSG00000113361","CDH6","CDH6","cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]","ARRAYEXPRESS,ENSG"
"ENSG00000154162","CDH12","CDH12","cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]","ARRAYEXPRESS,ENSG"
"ENSG00000076351","SLC46A1","SLC46A1","solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]","ARRAYEXPRESS,ENSG"
"ENSG00000105963","ADAP1","ADAP1","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]","ARRAYEXPRESS,ENSG"
"ENSG00000125775","SDCBP2","SDCBP2","syndecan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15756]","ARRAYEXPRESS,ENSG"
"ENSG00000100079","LGALS2","LGALS2","galectin 2 [Source:HGNC Symbol;Acc:HGNC:6562]","ARRAYEXPRESS,ENSG"
"ENSG00000176148","TCP11L1","TCP11L1","t-complex 11 like 1 [Source:HGNC Symbol;Acc:HGNC:25655]","ARRAYEXPRESS,ENSG"
"ENSG00000115295","CLIP4","CLIP4","CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]","ARRAYEXPRESS,ENSG"
"ENSG00000229117","RPL41","RPL41","ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]","ARRAYEXPRESS,ENSG"
"ENSG00000166289","PLEKHF1","PLEKHF1","pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]","ARRAYEXPRESS,ENSG"
"ENSG00000169509","CRCT1","CRCT1","cysteine rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:29875]","ARRAYEXPRESS,ENSG"
"ENSG00000105048","TNNT1","TNNT1","troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]","ARRAYEXPRESS,ENSG"
"ENSG00000136274","NACAD","NACAD","NAC alpha domain containing [Source:HGNC Symbol;Acc:HGNC:22196]","ARRAYEXPRESS,ENSG"
"ENSG00000151876","FBXO4","FBXO4","F-box protein 4 [Source:HGNC Symbol;Acc:HGNC:13583]","ARRAYEXPRESS,ENSG"
"ENSG00000114854","TNNC1","TNNC1","troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]","ARRAYEXPRESS,ENSG"
"ENSG00000150776","NKAPD1","NKAPD1","NKAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25569]","ARRAYEXPRESS,ENSG"
"ENSG00000118194","TNNT2","TNNT2","troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]","ARRAYEXPRESS,ENSG"
"ENSG00000129991","TNNI3","TNNI3","troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]","ARRAYEXPRESS,ENSG"
"ENSG00000147124","ZNF41","ZNF41","zinc finger protein 41 [Source:HGNC Symbol;Acc:HGNC:13107]","ARRAYEXPRESS,ENSG"
"ENSG00000158806","NPM2","NPM2","nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]","ARRAYEXPRESS,ENSG"
"ENSG00000116783","TNNI3K","TNNI3K","TNNI3 interacting kinase [Source:HGNC Symbol;Acc:HGNC:19661]","ARRAYEXPRESS,ENSG"
"ENSG00000143669","LYST","LYST","lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]","ARRAYEXPRESS,ENSG"
"ENSG00000269096","CT45A3","CT45A3","cancer/testis antigen family 45 member A3 [Source:HGNC Symbol;Acc:HGNC:33268]","ARRAYEXPRESS,ENSG"
"ENSG00000109471","IL2","IL2","interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001]","ARRAYEXPRESS,ENSG"
"ENSG00000112115","IL17A","IL17A","interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981]","ARRAYEXPRESS,ENSG"
"ENSG00000112116","IL17F","IL17F","interleukin 17F [Source:HGNC Symbol;Acc:HGNC:16404]","ARRAYEXPRESS,ENSG"
"ENSG00000144730","IL17RD","IL17RD","interleukin 17 receptor D [Source:HGNC Symbol;Acc:HGNC:17616]","ARRAYEXPRESS,ENSG"
"ENSG00000127743","IL17B","IL17B","interleukin 17B [Source:HGNC Symbol;Acc:HGNC:5982]","ARRAYEXPRESS,ENSG"
"ENSG00000177663","IL17RA","IL17RA","interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]","ARRAYEXPRESS,ENSG"
"ENSG00000056736","IL17RB","IL17RB","interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]","ARRAYEXPRESS,ENSG"
"ENSG00000275793","RIMBP3","RIMBP3","RIMS binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29344]","ARRAYEXPRESS,ENSG"
"ENSG00000056972","TRAF3IP2","TRAF3IP2","TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343]","ARRAYEXPRESS,ENSG"
"ENSG00000166090","IL25","IL25","interleukin 25 [Source:HGNC Symbol;Acc:HGNC:13765]","ARRAYEXPRESS,ENSG"
"ENSG00000222046","DCDC2B","DCDC2B","doublecortin domain containing 2B [Source:HGNC Symbol;Acc:HGNC:32576]","ARRAYEXPRESS,ENSG"
"ENSG00000164292","RHOBTB3","RHOBTB3","Rho related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757]","ARRAYEXPRESS,ENSG"
"ENSG00000163701","IL17RE","IL17RE","interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]","ARRAYEXPRESS,ENSG"
"ENSG00000092607","TBX15","TBX15","T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]","ARRAYEXPRESS,ENSG"
"ENSG00000115084","SLC35F5","SLC35F5","solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]","ARRAYEXPRESS,ENSG"
"ENSG00000166455","C16orf46","C16orf46","chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26525]","ARRAYEXPRESS,ENSG"
"ENSG00000148680","HTR7","HTR7","5-hydroxytryptamine receptor 7 [Source:HGNC Symbol;Acc:HGNC:5302]","ARRAYEXPRESS,ENSG"
"ENSG00000189050","RNFT1","RNFT1","ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]","ARRAYEXPRESS,ENSG"
"ENSG00000114805","PLCH1","PLCH1","phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]","ARRAYEXPRESS,ENSG"
"ENSG00000165323","FAT3","FAT3","FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]","ARRAYEXPRESS,ENSG"
"ENSG00000213809","KLRK1","KLRK1","killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]","ARRAYEXPRESS,ENSG"
"ENSG00000136122","BORA","BORA","BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]","ARRAYEXPRESS,ENSG"
"ENSG00000184060","ADAP2","ADAP2","ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16487]","ARRAYEXPRESS,ENSG"
"ENSG00000160285","LSS","LSS","lanosterol synthase [Source:HGNC Symbol;Acc:HGNC:6708]","ARRAYEXPRESS,ENSG"
"ENSG00000203722","RAET1G","RAET1G","retinoic acid early transcript 1G [Source:HGNC Symbol;Acc:HGNC:16795]","ARRAYEXPRESS,ENSG"
"ENSG00000015532","XYLT2","XYLT2","xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]","ARRAYEXPRESS,ENSG"
"ENSG00000105650","PDE4C","PDE4C","phosphodiesterase 4C [Source:HGNC Symbol;Acc:HGNC:8782]","ARRAYEXPRESS,ENSG"
"ENSG00000132549","VPS13B","VPS13B","vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]","ARRAYEXPRESS,ENSG"
"ENSG00000139266","MARCHF9","MARCHF9","membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]","ARRAYEXPRESS,ENSG"
"ENSG00000155918","RAET1L","RAET1L","retinoic acid early transcript 1L [Source:HGNC Symbol;Acc:HGNC:16798]","ARRAYEXPRESS,ENSG"
"ENSG00000183542","KLRC4","KLRC4","killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]","ARRAYEXPRESS,ENSG"
"ENSG00000242802","AP5Z1","AP5Z1","adaptor related protein complex 5 subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:22197]","ARRAYEXPRESS,ENSG"
"ENSG00000183214","None","None","None",""
"ENSG00000135678","CPM","CPM","carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]","ARRAYEXPRESS,ENSG"
"ENSG00000111981","ULBP1","ULBP1","UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]","ARRAYEXPRESS,ENSG"
"ENSG00000141449","GREB1L","GREB1L","GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042]","ARRAYEXPRESS,ENSG"
"ENSG00000144583","MARCHF4","MARCHF4","membrane associated ring-CH-type finger 4 [Source:HGNC Symbol;Acc:HGNC:29269]","ARRAYEXPRESS,ENSG"
"ENSG00000184232","OAF","OAF","out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]","ARRAYEXPRESS,ENSG"
"ENSG00000185621","LMLN","LMLN","leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991]","ARRAYEXPRESS,ENSG"
"ENSG00000273111","LYPD4","LYPD4","LY6/PLAUR domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28659]","ARRAYEXPRESS,ENSG"
"ENSG00000008128","CDK11A","CDK11A","cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]","ARRAYEXPRESS,ENSG"
"ENSG00000163660","CCNL1","CCNL1","cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]","ARRAYEXPRESS,ENSG"
"ENSG00000179083","FAM133A","FAM133A","family with sequence similarity 133 member A [Source:HGNC Symbol;Acc:HGNC:26748]","ARRAYEXPRESS,ENSG"
"ENSG00000161526","SAP30BP","SAP30BP","SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785]","ARRAYEXPRESS,ENSG"
"ENSG00000170955","CAVIN3","CAVIN3","caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]","ARRAYEXPRESS,ENSG"
"ENSG00000171984","SHLD1","SHLD1","shieldin complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26318]","ARRAYEXPRESS,ENSG"
"ENSG00000253251","SHLD3","SHLD3","shieldin complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:53826]","ARRAYEXPRESS,ENSG"
"ENSG00000173575","CHD2","CHD2","chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]","ARRAYEXPRESS,ENSG"
"ENSG00000139697","SBNO1","SBNO1","strawberry notch homolog 1 [Source:HGNC Symbol;Acc:HGNC:22973]","ARRAYEXPRESS,ENSG"
"ENSG00000127527","EPS15L1","EPS15L1","epidermal growth factor receptor pathway substrate 15 like 1 [Source:HGNC Symbol;Acc:HGNC:24634]","ARRAYEXPRESS,ENSG"
"ENSG00000122376","SHLD2","SHLD2","shieldin complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28773]","ARRAYEXPRESS,ENSG"
"ENSG00000152242","C18orf25","C18orf25","chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]","ARRAYEXPRESS,ENSG"
"ENSG00000205609","EIF3CL","EIF3CL","eukaryotic translation initiation factor 3 subunit C like [Source:HGNC Symbol;Acc:HGNC:26347]","ARRAYEXPRESS,ENSG"
"ENSG00000009780","FAM76A","FAM76A","family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]","ARRAYEXPRESS,ENSG"
"ENSG00000142065","ZFP14","ZFP14","ZFP14 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29312]","ARRAYEXPRESS,ENSG"
"ENSG00000133247","KMT5C","KMT5C","lysine methyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:28405]","ARRAYEXPRESS,ENSG"
"ENSG00000185947","ZNF267","ZNF267","zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]","ARRAYEXPRESS,ENSG"
"ENSG00000189180","ZNF33A","ZNF33A","zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]","ARRAYEXPRESS,ENSG"
"ENSG00000117691","NENF","NENF","neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]","ARRAYEXPRESS,ENSG"
"ENSG00000181666","ZNF875","ZNF875","zinc finger protein 875 [Source:HGNC Symbol;Acc:HGNC:4928]","ARRAYEXPRESS,ENSG"
"ENSG00000108387","SEPTIN4","SEPTIN4","septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]","ARRAYEXPRESS,ENSG"
"ENSG00000145439","CBR4","CBR4","carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]","ARRAYEXPRESS,ENSG"
"ENSG00000180096","SEPTIN1","SEPTIN1","septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]","ARRAYEXPRESS,ENSG"
"ENSG00000125354","SEPTIN6","SEPTIN6","septin 6 [Source:HGNC Symbol;Acc:HGNC:15848]","ARRAYEXPRESS,ENSG"
"ENSG00000184702","SEPTIN5","SEPTIN5","septin 5 [Source:HGNC Symbol;Acc:HGNC:9164]","ARRAYEXPRESS,ENSG"
"ENSG00000171160","MORN4","MORN4","MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]","ARRAYEXPRESS,ENSG"
"ENSG00000124688","MAD2L1BP","MAD2L1BP","MAD2L1 binding protein [Source:HGNC Symbol;Acc:HGNC:21059]","ARRAYEXPRESS,ENSG"
"ENSG00000100167","SEPTIN3","SEPTIN3","septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]","ARRAYEXPRESS,ENSG"
"ENSG00000154997","SEPTIN14","SEPTIN14","septin 14 [Source:HGNC Symbol;Acc:HGNC:33280]","ARRAYEXPRESS,ENSG"
"ENSG00000164402","SEPTIN8","SEPTIN8","septin 8 [Source:HGNC Symbol;Acc:HGNC:16511]","ARRAYEXPRESS,ENSG"
"ENSG00000186001","LRCH3","LRCH3","leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]","ARRAYEXPRESS,ENSG"
"ENSG00000186522","SEPTIN10","SEPTIN10","septin 10 [Source:HGNC Symbol;Acc:HGNC:14349]","ARRAYEXPRESS,ENSG"
"ENSG00000140623","SEPTIN12","SEPTIN12","septin 12 [Source:HGNC Symbol;Acc:HGNC:26348]","ARRAYEXPRESS,ENSG"
"ENSG00000138758","SEPTIN11","SEPTIN11","septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]","ARRAYEXPRESS,ENSG"
"ENSG00000122304","PRM2","PRM2","protamine 2 [Source:HGNC Symbol;Acc:HGNC:9448]","ARRAYEXPRESS,ENSG"
"ENSG00000073598","FNDC8","FNDC8","fibronectin type III domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25286]","ARRAYEXPRESS,ENSG"
"ENSG00000214097","SMCO1","SMCO1","single-pass membrane protein with coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:27407]","ARRAYEXPRESS,ENSG"
"ENSG00000183305","MAGEA2B","MAGEA2B","MAGE family member A2B [Source:HGNC Symbol;Acc:HGNC:19340]","ARRAYEXPRESS,ENSG,HPA,HPA_ACC"
"ENSG00000140265","ZSCAN29","ZSCAN29","zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:HGNC:26673]","ARRAYEXPRESS,ENSG"
"ENSG00000179604","CDC42EP4","CDC42EP4","CDC42 effector protein 4 [Source:HGNC Symbol;Acc:HGNC:17147]","ARRAYEXPRESS,ENSG"
"ENSG00000164463","CREBRF","CREBRF","CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]","ARRAYEXPRESS,ENSG"
"ENSG00000167393","PPP2R3B","PPP2R3B","protein phosphatase 2 regulatory subunit B''beta [Source:HGNC Symbol;Acc:HGNC:13417]","ARRAYEXPRESS,ENSG"
"ENSG00000232960","None","None","None",""
"ENSG00000102030","NAA10","NAA10","N-alpha-acetyltransferase 10, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:18704]","ARRAYEXPRESS,ENSG"
"ENSG00000164134","NAA15","NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]","ARRAYEXPRESS,ENSG"
"ENSG00000171428","NAT1","NAT1","N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]","ARRAYEXPRESS,ENSG"
"ENSG00000111726","CMAS","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290]","ARRAYEXPRESS,ENSG"
"ENSG00000134684","YARS1","YARS1","tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]","ARRAYEXPRESS,ENSG"
"ENSG00000185567","AHNAK2","AHNAK2","AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]","ARRAYEXPRESS,ENSG"
"ENSG00000242028","HYPK","HYPK","huntingtin interacting protein K [Source:HGNC Symbol;Acc:HGNC:18418]","ARRAYEXPRESS,ENSG"
"ENSG00000156269","NAA11","NAA11","N-alpha-acetyltransferase 11, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:28125]","ARRAYEXPRESS,ENSG"
"ENSG00000144712","CAND2","CAND2","cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]","ARRAYEXPRESS,ENSG"
"ENSG00000154781","CCDC174","CCDC174","coiled-coil domain containing 174 [Source:HGNC Symbol;Acc:HGNC:28033]","ARRAYEXPRESS,ENSG"
"ENSG00000144868","TMEM108","TMEM108","transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]","ARRAYEXPRESS,ENSG"
"ENSG00000163995","ABLIM2","ABLIM2","actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]","ARRAYEXPRESS,ENSG"
"ENSG00000172766","NAA16","NAA16","N-alpha-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]","ARRAYEXPRESS,ENSG"
"ENSG00000146147","MLIP","MLIP","muscular LMNA interacting protein [Source:HGNC Symbol;Acc:HGNC:21355]","ARRAYEXPRESS,ENSG"
"ENSG00000250254","PTTG2","PTTG2","pituitary tumor-transforming 2 [Source:HGNC Symbol;Acc:HGNC:9691]","ARRAYEXPRESS,ENSG"
"ENSG00000174429","ABRA","ABRA","actin binding Rho activating protein [Source:HGNC Symbol;Acc:HGNC:30655]","ARRAYEXPRESS,ENSG"
"ENSG00000164929","BAALC","BAALC","BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333]","ARRAYEXPRESS,ENSG"
"ENSG00000150867","PIP4K2A","PIP4K2A","phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]","ARRAYEXPRESS,ENSG"
"ENSG00000087053","MTMR2","MTMR2","myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]","ARRAYEXPRESS,ENSG"
