module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_REAC	term_id_KEGG	goslim_pir	genes
11	M1	e019_M1	phosphatidic acid biosynthetic process / Glycerolipid metabolism / Glycerophospholipid biosynthesis	GO:0006654	REAC:R-HSA-1483206	KEGG:00561	GO:0044255;GO:0006793;GO:0006082;GO:0051179	ENSP00000394863;ENSP00000263088;ENSP00000342793;ENSP00000324944;ENSP00000339787;ENSP00000359380;ENSP00000387050;ENSP00000282541;ENSP00000301149;ENSP00000485061;ENSP00000198801;ENSP00000328405;ENSP00000358232;ENSP00000358223;ENSP00000412178;ENSP00000288490;ENSP00000377900;ENSP00000261292;ENSP00000337572;ENSP00000252595;ENSP00000264057;ENSP00000381302;ENSP00000392553;ENSP00000337701;ENSP00000397908;ENSP00000265022;ENSP00000385780;ENSP00000477515;ENSP00000329697;ENSP00000299022;ENSP00000273814;ENSP00000216180;ENSP00000263093;ENSP00000262462;ENSP00000433933;ENSP00000360296;ENSP00000361151;ENSP00000284061;ENSP00000300456;ENSP00000261596;ENSP00000362354;ENSP00000482264;ENSP00000350012;ENSP00000376372;ENSP00000259938;ENSP00000380184;ENSP00000419879;ENSP00000355607;ENSP00000285518;ENSP00000465589;ENSP00000406674;ENSP00000368566;ENSP00000228027;ENSP00000355996;ENSP00000422607;ENSP00000348429;ENSP00000223114;ENSP00000258873;ENSP00000308610;ENSP00000216410;ENSP00000354608;ENSP00000354032;ENSP00000261407;ENSP00000265276;ENSP00000265641;ENSP00000381140;ENSP00000295887;ENSP00000262301;ENSP00000378877;ENSP00000359305;ENSP00000360761;ENSP00000379011;ENSP00000302177;ENSP00000314036;ENSP00000310551;ENSP00000482571;ENSP00000345528;ENSP00000266673;ENSP00000389395
12	M1	e019_M1	nucleosome assembly / Systemic lupus erythematosus / RNA Polymerase I Promoter Opening	GO:0006334	REAC:R-HSA-73728	KEGG:05322	GO:0051641;GO:0065003;GO:0051276	ENSP00000307208;ENSP00000484638;ENSP00000346453;ENSP00000479461;ENSP00000339835;ENSP00000352627;ENSP00000480960;ENSP00000229595;ENSP00000332790;ENSP00000255120;ENSP00000367034;ENSP00000244537;ENSP00000484789;ENSP00000355778;ENSP00000462667;ENSP00000265056;ENSP00000336868;ENSP00000216297;ENSP00000333277;ENSP00000482271;ENSP00000355657;ENSP00000366679;ENSP00000351589;ENSP00000484841;ENSP00000483667;ENSP00000348924;ENSP00000236979;ENSP00000386239;ENSP00000483283;ENSP00000358155;ENSP00000366962;ENSP00000266070;ENSP00000263382;ENSP00000359339;ENSP00000297012;ENSP00000366956;ENSP00000483842;ENSP00000254810;ENSP00000476960;ENSP00000482564;ENSP00000479106;ENSP00000443017;ENSP00000475814;ENSP00000344504;ENSP00000482538;ENSP00000479794;ENSP00000352252;ENSP00000278412;ENSP00000462355;ENSP00000480826;ENSP00000346509;ENSP00000329662;ENSP00000358160;ENSP00000313983;ENSP00000445633;ENSP00000355388;ENSP00000482431;ENSP00000366974;ENSP00000264108;ENSP00000358154;ENSP00000484095;ENSP00000484658;ENSP00000483237;ENSP00000366999;ENSP00000303373;ENSP00000476228;ENSP00000355656;ENSP00000321744;ENSP00000481486;ENSP00000479284;ENSP00000385479;ENSP00000325738;ENSP00000423563;ENSP00000307705;ENSP00000347168;ENSP00000361473;ENSP00000360623;ENSP00000381657;ENSP00000352119
13	M1	e019_M1	hippo signaling / Hippo signaling pathway - multiple species / Signaling by Hippo	GO:0035329	REAC:R-HSA-2028269	KEGG:04392	GO:0050789	ENSP00000301037;ENSP00000478927;ENSP00000419465;ENSP00000462099;ENSP00000469981;ENSP00000316357;ENSP00000283309;ENSP00000011898;ENSP00000404251;ENSP00000370408;ENSP00000324729;ENSP00000361892;ENSP00000429744;ENSP00000400482;ENSP00000373684;ENSP00000364389;ENSP00000349547;ENSP00000451594;ENSP00000344666;ENSP00000357087;ENSP00000437550;ENSP00000372035;ENSP00000352926;ENSP00000340578;ENSP00000339692;ENSP00000368710;ENSP00000349575;ENSP00000262244;ENSP00000271139;ENSP00000354916;ENSP00000472109;ENSP00000477817;ENSP00000435233;ENSP00000335357;ENSP00000345772;ENSP00000340596;ENSP00000361027;ENSP00000379364;ENSP00000325313;ENSP00000251472;ENSP00000467579;ENSP00000452414;ENSP00000318914;ENSP00000229812;ENSP00000238647;ENSP00000443021;ENSP00000296755;ENSP00000351113;ENSP00000439427;ENSP00000422354;ENSP00000427772;ENSP00000384222;ENSP00000370242;ENSP00000312631;ENSP00000355568;ENSP00000355923;ENSP00000379366;ENSP00000328694;ENSP00000445043;ENSP00000387739;ENSP00000390590;ENSP00000287652;ENSP00000307265;ENSP00000246794;ENSP00000354671;ENSP00000262811;ENSP00000385727;ENSP00000359668;ENSP00000341236;ENSP00000338770;ENSP00000424765;ENSP00000306523;ENSP00000267594;ENSP00000320957;ENSP00000364526;ENSP00000318131;ENSP00000381436;ENSP00000365295
14	M1	e019_M1	epidermis development / Keratinization	GO:0008544	REAC:R-HSA-6805567	NA	GO:0036211;GO:0032502	ENSP00000002165;ENSP00000377582;ENSP00000382592;ENSP00000357759;ENSP00000400041;ENSP00000383226;ENSP00000357766;ENSP00000334869;ENSP00000353203;ENSP00000340510;ENSP00000408860;ENSP00000355302;ENSP00000375475;ENSP00000282549;ENSP00000357773;ENSP00000357769;ENSP00000301607;ENSP00000431443;ENSP00000366950;ENSP00000333952;ENSP00000475270;ENSP00000335565;ENSP00000383223;ENSP00000334187;ENSP00000381009;ENSP00000206765;ENSP00000418193;ENSP00000357778;ENSP00000330391;ENSP00000357751;ENSP00000357753;ENSP00000357736;ENSP00000357737;ENSP00000334644;ENSP00000376423;ENSP00000357772;ENSP00000335358;ENSP00000480484;ENSP00000335006;ENSP00000316737;ENSP00000365465;ENSP00000306461;ENSP00000357740;ENSP00000357776;ENSP00000357768;ENSP00000357731;ENSP00000264474;ENSP00000243924;ENSP00000411070;ENSP00000357746;ENSP00000317895;ENSP00000357744;ENSP00000286349;ENSP00000369438;ENSP00000358035;ENSP00000375232;ENSP00000366955;ENSP00000371595;ENSP00000254072;ENSP00000363463;ENSP00000379839;ENSP00000357754;ENSP00000375076;ENSP00000392189;ENSP00000381541;ENSP00000351631;ENSP00000357779;ENSP00000375429;ENSP00000334197;ENSP00000340546;ENSP00000302851;ENSP00000382590;ENSP00000388895;ENSP00000334922;ENSP00000375236;ENSP00000381489
15	M1	e019_M1	multivesicular body assembly / Endocytosis / Endosomal Sorting Complex Required For Transport (ESCRT)	GO:0036258	REAC:R-HSA-917729	KEGG:04144	GO:0009057;GO:0016192;GO:0006508;GO:0044419;GO:0006914;GO:0016032;GO:0015031;GO:0007032;GO:0022607;GO:0061024	ENSP00000217402;ENSP00000313601;ENSP00000297265;ENSP00000262888;ENSP00000383199;ENSP00000366746;ENSP00000260187;ENSP00000254181;ENSP00000356981;ENSP00000423390;ENSP00000379721;ENSP00000285199;ENSP00000434676;ENSP00000377633;ENSP00000238497;ENSP00000360540;ENSP00000289359;ENSP00000251968;ENSP00000331201;ENSP00000386394;ENSP00000276692;ENSP00000267202;ENSP00000366565;ENSP00000322649;ENSP00000459533;ENSP00000223500;ENSP00000263904;ENSP00000324205;ENSP00000301765;ENSP00000433967;ENSP00000461295;ENSP00000254950;ENSP00000379500;ENSP00000480893;ENSP00000265138;ENSP00000405575;ENSP00000474823;ENSP00000289013;ENSP00000469240;ENSP00000253794;ENSP00000413697;ENSP00000356602;ENSP00000450742;ENSP00000438399;ENSP00000347495;ENSP00000265562;ENSP00000411825;ENSP00000432279;ENSP00000384262;ENSP00000317468;ENSP00000297661;ENSP00000367299;ENSP00000380998;ENSP00000354772;ENSP00000263780;ENSP00000360642;ENSP00000253693;ENSP00000324810;ENSP00000318629;ENSP00000345216;ENSP00000343742;ENSP00000254260;ENSP00000320416;ENSP00000454012;ENSP00000293760;ENSP00000380794;ENSP00000421380;ENSP00000460823;ENSP00000223208;ENSP00000347498;ENSP00000360475;ENSP00000326603;ENSP00000357829;ENSP00000417764
16	M1	e019_M1	cytoplasmic translation / Ribosomal scanning and start codon recognition	GO:0002181	REAC:R-HSA-72702	NA	GO:0006412;GO:0065003;GO:0044085	ENSP00000256383;ENSP00000393241;ENSP00000251595;ENSP00000309175;ENSP00000436049;ENSP00000332604;ENSP00000251453;ENSP00000346067;ENSP00000341885;ENSP00000278572;ENSP00000485663;ENSP00000268802;ENSP00000368927;ENSP00000346050;ENSP00000426909;ENSP00000216554;ENSP00000296577;ENSP00000253108;ENSP00000379888;ENSP00000296674;ENSP00000380044;ENSP00000414321;ENSP00000346046;ENSP00000481646;ENSP00000216190;ENSP00000369162;ENSP00000331019;ENSP00000467466;ENSP00000318646;ENSP00000324464;ENSP00000253039;ENSP00000398131;ENSP00000261868;ENSP00000270625;ENSP00000301364;ENSP00000370258;ENSP00000429931;ENSP00000470972;ENSP00000354125;ENSP00000379339;ENSP00000362744;ENSP00000435096;ENSP00000356548;ENSP00000345957;ENSP00000419449;ENSP00000302896;ENSP00000435777;ENSP00000429374;ENSP00000362688;ENSP00000322421;ENSP00000358140;ENSP00000472469;ENSP00000360365;ENSP00000232905;ENSP00000417229;ENSP00000357555;ENSP00000293831;ENSP00000431800;ENSP00000385958;ENSP00000248342;ENSP00000367498;ENSP00000364119;ENSP00000472985;ENSP00000348849;ENSP00000224073;ENSP00000230050;ENSP00000416255;ENSP00000251636;ENSP00000369757;ENSP00000280557;ENSP00000283109;ENSP00000271764;ENSP00000220849;ENSP00000435370
17	M1	e019_M1	Proteasome / Regulation of activated PAK-2p34 by proteasome mediated degradation	NA	REAC:R-HSA-211733	KEGG:03050	GO:0009057;GO:0006508	ENSP00000481021;ENSP00000388107;ENSP00000391211;ENSP00000363993;ENSP00000379217;ENSP00000481029;ENSP00000259335;ENSP00000384211;ENSP00000471735;ENSP00000308873;ENSP00000464265;ENSP00000414359;ENSP00000223321;ENSP00000261712;ENSP00000483688;ENSP00000259457;ENSP00000238789;ENSP00000310129;ENSP00000401802;ENSP00000418734;ENSP00000215071;ENSP00000219313;ENSP00000217515;ENSP00000440485;ENSP00000271308;ENSP00000372155;ENSP00000386541;ENSP00000238156;ENSP00000261601;ENSP00000311121;ENSP00000261303;ENSP00000441543;ENSP00000270586;ENSP00000356425;ENSP00000325919;ENSP00000293362;ENSP00000418695;ENSP00000396937;ENSP00000357879;ENSP00000310572;ENSP00000351314;ENSP00000365576;ENSP00000348442;ENSP00000437957;ENSP00000454264;ENSP00000386212;ENSP00000355325;ENSP00000216802;ENSP00000357292;ENSP00000216455;ENSP00000210313;ENSP00000304697;ENSP00000044462;ENSP00000309474;ENSP00000467024;ENSP00000338039;ENSP00000364016;ENSP00000232165;ENSP00000272317;ENSP00000264639;ENSP00000296786;ENSP00000366249;ENSP00000290541;ENSP00000217958;ENSP00000261479;ENSP00000362334;ENSP00000157812;ENSP00000359910;ENSP00000262193;ENSP00000370222;ENSP00000478877
18	M1	e019_M1	amino acid metabolic process / Alanine, aspartate and glutamate metabolism / Metabolism of amino acids and derivatives	GO:0006520	REAC:R-HSA-71291	KEGG:00250	GO:0006520;GO:0006139	ENSP00000233893;ENSP00000321259;ENSP00000450436;ENSP00000313432;ENSP00000416583;ENSP00000226299;ENSP00000273075;ENSP00000331209;ENSP00000298198;ENSP00000236959;ENSP00000321266;ENSP00000299198;ENSP00000360124;ENSP00000367992;ENSP00000357838;ENSP00000361471;ENSP00000280800;ENSP00000371393;ENSP00000303356;ENSP00000196371;ENSP00000379845;ENSP00000085068;ENSP00000173527;ENSP00000283646;ENSP00000302620;ENSP00000372112;ENSP00000301012;ENSP00000371554;ENSP00000358417;ENSP00000265605;ENSP00000287169;ENSP00000210444;ENSP00000348395;ENSP00000438144;ENSP00000244137;ENSP00000385763;ENSP00000372221;ENSP00000378408;ENSP00000304467;ENSP00000355518;ENSP00000240617;ENSP00000229270;ENSP00000245206;ENSP00000476535;ENSP00000254878;ENSP00000377696;ENSP00000345282;ENSP00000222553;ENSP00000333019;ENSP00000267814;ENSP00000281243;ENSP00000286621;ENSP00000231420;ENSP00000264382;ENSP00000355493;ENSP00000265395;ENSP00000387164;ENSP00000221476;ENSP00000369786;ENSP00000300283;ENSP00000371110;ENSP00000369855;ENSP00000313921;ENSP00000379865;ENSP00000369739;ENSP00000385080;ENSP00000238018;ENSP00000485525;ENSP00000291565;ENSP00000358307;ENSP00000318318
19	M1	e019_M1	NLS-bearing protein import into nucleus / Nucleocytoplasmic transport	GO:0006607	NA	KEGG:03013	GO:0015031	ENSP00000300128;ENSP00000300403;ENSP00000264276;ENSP00000365811;ENSP00000453170;ENSP00000265965;ENSP00000341483;ENSP00000368439;ENSP00000377298;ENSP00000361418;ENSP00000290231;ENSP00000261667;ENSP00000330842;ENSP00000296257;ENSP00000362937;ENSP00000357552;ENSP00000364585;ENSP00000354742;ENSP00000252997;ENSP00000449784;ENSP00000302790;ENSP00000480364;ENSP00000402527;ENSP00000356746;ENSP00000292823;ENSP00000362728;ENSP00000256079;ENSP00000389910;ENSP00000384863;ENSP00000247191;ENSP00000386992;ENSP00000401564;ENSP00000016946;ENSP00000379065;ENSP00000226105;ENSP00000379696;ENSP00000305721;ENSP00000392678;ENSP00000384434;ENSP00000386810;ENSP00000394791;ENSP00000261574;ENSP00000381214;ENSP00000327197;ENSP00000386588;ENSP00000343701;ENSP00000446215;ENSP00000444596;ENSP00000345848;ENSP00000377655;ENSP00000262982;ENSP00000390158;ENSP00000306637;ENSP00000334373;ENSP00000336712;ENSP00000417864;ENSP00000371051;ENSP00000369042;ENSP00000453403;ENSP00000419599;ENSP00000263925;ENSP00000407182;ENSP00000377801;ENSP00000290158;ENSP00000259569;ENSP00000367552;ENSP00000265351;ENSP00000257787;ENSP00000330878;ENSP00000438483
20	M1	e019_M1	microtubule cytoskeleton organization / Recruitment of mitotic centrosome proteins and complexes	GO:0000226	REAC:R-HSA-380270	NA	GO:0051641;GO:0006996;GO:0007049;GO:0031023;GO:0051258	ENSP00000257934;ENSP00000262776;ENSP00000479860;ENSP00000327077;ENSP00000370021;ENSP00000317902;ENSP00000262891;ENSP00000380661;ENSP00000278886;ENSP00000365107;ENSP00000270861;ENSP00000371308;ENSP00000287482;ENSP00000352572;ENSP00000344314;ENSP00000295124;ENSP00000355250;ENSP00000403293;ENSP00000260383;ENSP00000336524;ENSP00000257287;ENSP00000251413;ENSP00000251412;ENSP00000383145;ENSP00000274289;ENSP00000361275;ENSP00000370337;ENSP00000367049;ENSP00000320797;ENSP00000343818;ENSP00000358363;ENSP00000466248;ENSP00000427550;ENSP00000393583;ENSP00000261475;ENSP00000446093;ENSP00000248846;ENSP00000261965;ENSP00000317144;ENSP00000355812;ENSP00000451211;ENSP00000358374;ENSP00000280020;ENSP00000353735;ENSP00000479542;ENSP00000264935;ENSP00000383808;ENSP00000239830;ENSP00000355797;ENSP00000380929;ENSP00000480316;ENSP00000358458;ENSP00000420180;ENSP00000309836;ENSP00000316681;ENSP00000338013;ENSP00000360944;ENSP00000281871;ENSP00000365024;ENSP00000311500;ENSP00000255674;ENSP00000312767;ENSP00000298832;ENSP00000471454;ENSP00000424261;ENSP00000365606;ENSP00000387209;ENSP00000362021;ENSP00000362435
21	M1	e019_M1	SRP-dependent cotranslational protein targeting to membrane	NA	REAC:R-HSA-1799339	NA	GO:0015031;GO:0006412	ENSP00000378163;ENSP00000418082;ENSP00000397798;ENSP00000386717;ENSP00000361076;ENSP00000363384;ENSP00000258821;ENSP00000362153;ENSP00000375730;ENSP00000274242;ENSP00000266604;ENSP00000346001;ENSP00000419004;ENSP00000480514;ENSP00000225430;ENSP00000309334;ENSP00000351380;ENSP00000418401;ENSP00000355315;ENSP00000302886;ENSP00000328023;ENSP00000265245;ENSP00000413436;ENSP00000222247;ENSP00000363676;ENSP00000418868;ENSP00000274311;ENSP00000451818;ENSP00000262584;ENSP00000420311;ENSP00000312066;ENSP00000225726;ENSP00000342181;ENSP00000424870;ENSP00000296255;ENSP00000246117;ENSP00000369965;ENSP00000309830;ENSP00000359345;ENSP00000428085;ENSP00000243253;ENSP00000426167;ENSP00000305230;ENSP00000388337;ENSP00000353741;ENSP00000478783;ENSP00000222284;ENSP00000356811;ENSP00000376472;ENSP00000310042;ENSP00000389103;ENSP00000298310;ENSP00000216037;ENSP00000346027;ENSP00000419117;ENSP00000400467;ENSP00000346015;ENSP00000223641;ENSP00000449770;ENSP00000464813;ENSP00000452909;ENSP00000404375;ENSP00000471455;ENSP00000345917;ENSP00000346088;ENSP00000463784;ENSP00000259469;ENSP00000377640;ENSP00000267884
22	M1	e019_M1	negative regulation of hh target transcription factor activity / GLI proteins bind promoters of Hh responsive genes to promote transcription	GO:1990787	REAC:R-HSA-5635851	NA	GO:0065009;GO:0050789	ENSP00000364885;ENSP00000252463;ENSP00000366902;ENSP00000262032;ENSP00000344544;ENSP00000276594;ENSP00000295709;ENSP00000379258;ENSP00000228437;ENSP00000318085;ENSP00000318373;ENSP00000358918;ENSP00000390436;ENSP00000264808;ENSP00000269973;ENSP00000292841;ENSP00000477716;ENSP00000433773;ENSP00000228682;ENSP00000472808;ENSP00000415579;ENSP00000294740;ENSP00000362563;ENSP00000322804;ENSP00000217086;ENSP00000478557;ENSP00000354686;ENSP00000292431;ENSP00000441823;ENSP00000301318;ENSP00000232974;ENSP00000452552;ENSP00000379168;ENSP00000320347;ENSP00000292928;ENSP00000439402;ENSP00000268154;ENSP00000296233;ENSP00000423820;ENSP00000419153;ENSP00000309653;ENSP00000343103;ENSP00000357881;ENSP00000412869;ENSP00000371398;ENSP00000369777;ENSP00000338290;ENSP00000455426;ENSP00000396857;ENSP00000380120;ENSP00000380112;ENSP00000349503;ENSP00000326240;ENSP00000282928;ENSP00000462054;ENSP00000465212;ENSP00000365514;ENSP00000291182;ENSP00000287538;ENSP00000362763;ENSP00000362760;ENSP00000361959;ENSP00000367069;ENSP00000366897;ENSP00000307858;ENSP00000418259;ENSP00000348673;ENSP00000326967
23	M1	e019_M1	anaphase-promoting complex-dependent catabolic process / Cell cycle / Inactivation of APC/C via direct inhibition of the APC/C complex	GO:0031145	REAC:R-HSA-141430	KEGG:04110	GO:0009057;GO:0050789;GO:0006508;GO:0036211;GO:0007049	ENSP00000339109;ENSP00000348838;ENSP00000384490;ENSP00000370781;ENSP00000378350;ENSP00000364839;ENSP00000477760;ENSP00000308750;ENSP00000418960;ENSP00000482063;ENSP00000263360;ENSP00000260947;ENSP00000343412;ENSP00000434614;ENSP00000359707;ENSP00000353549;ENSP00000378529;ENSP00000251900;ENSP00000417132;ENSP00000473391;ENSP00000320147;ENSP00000316578;ENSP00000314004;ENSP00000420294;ENSP00000354724;ENSP00000361540;ENSP00000363322;ENSP00000287598;ENSP00000378699;ENSP00000439403;ENSP00000216133;ENSP00000269397;ENSP00000257118;ENSP00000431971;ENSP00000317686;ENSP00000229758;ENSP00000426654;ENSP00000269197;ENSP00000269385;ENSP00000300093;ENSP00000355966;ENSP00000233630;ENSP00000404658;ENSP00000261819;ENSP00000349957;ENSP00000296509;ENSP00000216911;ENSP00000438788;ENSP00000358474;ENSP00000363019;ENSP00000383920;ENSP00000356480;ENSP00000365851;ENSP00000303709;ENSP00000313950;ENSP00000381840;ENSP00000389381;ENSP00000377536;ENSP00000358862;ENSP00000264552;ENSP00000440674;ENSP00000357858;ENSP00000363787;ENSP00000389445;ENSP00000421842;ENSP00000394394;ENSP00000478501;ENSP00000445704
24	M1	e019_M1	protein neddylation / Ubiquitin mediated proteolysis / Neddylation	GO:0045116	REAC:R-HSA-8951664	KEGG:04120	GO:0009057;GO:0050789;GO:0036211;GO:0006508	ENSP00000350512;ENSP00000265038;ENSP00000326804;ENSP00000263401;ENSP00000231948;ENSP00000261721;ENSP00000307298;ENSP00000254337;ENSP00000451235;ENSP00000360167;ENSP00000370984;ENSP00000394331;ENSP00000405222;ENSP00000364589;ENSP00000389900;ENSP00000366032;ENSP00000417706;ENSP00000483236;ENSP00000228872;ENSP00000384109;ENSP00000267935;ENSP00000299259;ENSP00000301764;ENSP00000376808;ENSP00000364404;ENSP00000442318;ENSP00000252015;ENSP00000273480;ENSP00000268717;ENSP00000438115;ENSP00000357052;ENSP00000341351;ENSP00000352928;ENSP00000376167;ENSP00000355114;ENSP00000264389;ENSP00000292782;ENSP00000419475;ENSP00000260247;ENSP00000346340;ENSP00000256474;ENSP00000371682;ENSP00000250495;ENSP00000444856;ENSP00000365401;ENSP00000348054;ENSP00000362710;ENSP00000356641;ENSP00000304102;ENSP00000278980;ENSP00000256996;ENSP00000456340;ENSP00000355958;ENSP00000253023;ENSP00000356814;ENSP00000317971;ENSP00000415556;ENSP00000274458;ENSP00000216225;ENSP00000313034;ENSP00000308236;ENSP00000353128;ENSP00000298288;ENSP00000393183;ENSP00000351147;ENSP00000462745;ENSP00000366953
25	M1	e019_M1	protein folding / Attenuation phase	GO:0006457	REAC:R-HSA-3371568	NA	GO:0050789;GO:0065003;GO:0006457;GO:0031647;GO:0050896	ENSP00000351646;ENSP00000355924;ENSP00000392257;ENSP00000384474;ENSP00000409924;ENSP00000360609;ENSP00000302961;ENSP00000233623;ENSP00000232978;ENSP00000415430;ENSP00000222005;ENSP00000358081;ENSP00000468057;ENSP00000309124;ENSP00000303754;ENSP00000261707;ENSP00000300209;ENSP00000279146;ENSP00000338345;ENSP00000469880;ENSP00000370521;ENSP00000350815;ENSP00000420514;ENSP00000380958;ENSP00000323275;ENSP00000381003;ENSP00000364204;ENSP00000482075;ENSP00000406463;ENSP00000001008;ENSP00000402608;ENSP00000418770;ENSP00000377970;ENSP00000284440;ENSP00000319255;ENSP00000367208;ENSP00000364802;ENSP00000368752;ENSP00000364298;ENSP00000371278;ENSP00000216218;ENSP00000360329;ENSP00000431512;ENSP00000248553;ENSP00000408411;ENSP00000347184;ENSP00000373600;ENSP00000444810;ENSP00000361900;ENSP00000433560;ENSP00000386902;ENSP00000433757;ENSP00000414150;ENSP00000231238;ENSP00000281938;ENSP00000246957;ENSP00000221566;ENSP00000362935;ENSP00000419184;ENSP00000364801;ENSP00000335153;ENSP00000338814;ENSP00000432083;ENSP00000216479;ENSP00000359727;ENSP00000302476;ENSP00000360108
26	M1	e019_M1	complement activation / Complement and coagulation cascades / Complement cascade	GO:0006956	REAC:R-HSA-166658	KEGG:04610	GO:0016192;GO:0050789;GO:0044419;GO:0002376;GO:0050896	ENSP00000363079;ENSP00000363869;ENSP00000245907;ENSP00000313875;ENSP00000262113;ENSP00000363773;ENSP00000363770;ENSP00000278407;ENSP00000061240;ENSP00000385035;ENSP00000438615;ENSP00000383690;ENSP00000247153;ENSP00000415941;ENSP00000396688;ENSP00000255030;ENSP00000295927;ENSP00000450838;ENSP00000265023;ENSP00000302079;ENSP00000314299;ENSP00000377783;ENSP00000313967;ENSP00000243611;ENSP00000326159;ENSP00000360871;ENSP00000262262;ENSP00000356037;ENSP00000347197;ENSP00000332139;ENSP00000472620;ENSP00000296280;ENSP00000346659;ENSP00000253496;ENSP00000264690;ENSP00000356399;ENSP00000264072;ENSP00000356024;ENSP00000386187;ENSP00000301420;ENSP00000410815;ENSP00000416561;ENSP00000234453;ENSP00000255040;ENSP00000425961;ENSP00000291744;ENSP00000299367;ENSP00000378130;ENSP00000255416;ENSP00000356386;ENSP00000356385;ENSP00000413001;ENSP00000356382;ENSP00000356391;ENSP00000256785;ENSP00000360905;ENSP00000388275;ENSP00000246006;ENSP00000356016;ENSP00000356395;ENSP00000332723;ENSP00000473159;ENSP00000358391;ENSP00000270879;ENSP00000411770;ENSP00000329557
27	M1	e019_M1	phosphatidylinositol metabolic process / Inositol phosphate metabolism / PI Metabolism	GO:0046488	REAC:R-HSA-1483255	KEGG:00562	GO:0044255;GO:0006793	ENSP00000264380;ENSP00000356155;ENSP00000361021;ENSP00000366563;ENSP00000359665;ENSP00000363046;ENSP00000333262;ENSP00000296003;ENSP00000260386;ENSP00000367762;ENSP00000482457;ENSP00000411152;ENSP00000347792;ENSP00000264864;ENSP00000408526;ENSP00000074304;ENSP00000445381;ENSP00000325285;ENSP00000262644;ENSP00000357869;ENSP00000361064;ENSP00000354519;ENSP00000352121;ENSP00000260402;ENSP00000265382;ENSP00000373399;ENSP00000425487;ENSP00000263370;ENSP00000359423;ENSP00000482548;ENSP00000269159;ENSP00000222254;ENSP00000388631;ENSP00000384651;ENSP00000363985;ENSP00000365757;ENSP00000413937;ENSP00000219789;ENSP00000338185;ENSP00000255882;ENSP00000360777;ENSP00000428056;ENSP00000347032;ENSP00000285419;ENSP00000479636;ENSP00000180173;ENSP00000266505;ENSP00000367747;ENSP00000373713;ENSP00000360154;ENSP00000262741;ENSP00000265970;ENSP00000466363;ENSP00000362115;ENSP00000381102;ENSP00000244007;ENSP00000360431;ENSP00000357883;ENSP00000443631;ENSP00000430344;ENSP00000376142;ENSP00000357583;ENSP00000359417;ENSP00000345988;ENSP00000345752;ENSP00000371221
28	M1	e019_M1	DNA recombination / Fanconi anemia pathway / Fanconi Anemia Pathway	GO:0006310	REAC:R-HSA-6783310	KEGG:03460	GO:0000280;GO:0006281;GO:0007049	ENSP00000333283;ENSP00000294008;ENSP00000287647;ENSP00000381378;ENSP00000354497;ENSP00000335557;ENSP00000229769;ENSP00000373952;ENSP00000383710;ENSP00000310842;ENSP00000358576;ENSP00000251303;ENSP00000457353;ENSP00000376952;ENSP00000289081;ENSP00000390778;ENSP00000307853;ENSP00000328940;ENSP00000385021;ENSP00000367910;ENSP00000267430;ENSP00000466121;ENSP00000355185;ENSP00000330875;ENSP00000451974;ENSP00000442336;ENSP00000317039;ENSP00000370150;ENSP00000361043;ENSP00000336606;ENSP00000364855;ENSP00000261584;ENSP00000256495;ENSP00000264159;ENSP00000255078;ENSP00000369335;ENSP00000232424;ENSP00000416739;ENSP00000466399;ENSP00000316609;ENSP00000263187;ENSP00000419471;ENSP00000377384;ENSP00000352271;ENSP00000466834;ENSP00000240488;ENSP00000358742;ENSP00000228843;ENSP00000313140;ENSP00000328174;ENSP00000356243;ENSP00000295488;ENSP00000247815;ENSP00000272342;ENSP00000347586;ENSP00000297423;ENSP00000354361;ENSP00000313816;ENSP00000389709;ENSP00000473384;ENSP00000336701;ENSP00000435506;ENSP00000318977;ENSP00000264233;ENSP00000459580
29	M1	e019_M1	semaphorin-plexin signaling pathway / Axon guidance / Semaphorin interactions	GO:0071526	REAC:R-HSA-373755	KEGG:04360	GO:0050789;GO:0040011;GO:0032989;GO:0016049	ENSP00000419782;ENSP00000002829;ENSP00000356000;ENSP00000358696;ENSP00000258526;ENSP00000409171;ENSP00000442736;ENSP00000377061;ENSP00000265371;ENSP00000353582;ENSP00000317128;ENSP00000352882;ENSP00000351338;ENSP00000246792;ENSP00000357177;ENSP00000264042;ENSP00000351664;ENSP00000340292;ENSP00000298125;ENSP00000357268;ENSP00000380942;ENSP00000276651;ENSP00000364886;ENSP00000466680;ENSP00000308461;ENSP00000384725;ENSP00000439625;ENSP00000309539;ENSP00000376753;ENSP00000257414;ENSP00000288699;ENSP00000321606;ENSP00000378177;ENSP00000318486;ENSP00000471242;ENSP00000371936;ENSP00000265361;ENSP00000265362;ENSP00000389588;ENSP00000339850;ENSP00000481109;ENSP00000416523;ENSP00000484146;ENSP00000262653;ENSP00000279101;ENSP00000255006;ENSP00000467290;ENSP00000344572;ENSP00000306844;ENSP00000231721;ENSP00000313885;ENSP00000443204;ENSP00000256925;ENSP00000480043;ENSP00000303212;ENSP00000284136;ENSP00000357909;ENSP00000324857;ENSP00000394720;ENSP00000261918;ENSP00000451040;ENSP00000311127;ENSP00000319254;ENSP00000304250;ENSP00000324196
